filename,celebname,class
arin001.jpg,arin,0
arin002.jpg,arin,0
arin003.jpg,arin,0
arin004.jpg,arin,0
arin005.jpg,arin,0
arin006.jpg,arin,0
arin007.jpg,arin,0
arin008.jpg,arin,0
arin009.jpg,arin,0
arin010.jpg,arin,0
arin011.jpg,arin,0
arin012.jpg,arin,0
arin013.jpg,arin,0
arin014.jpg,arin,0
arin015.jpg,arin,0
arin016.jpg,arin,0
arin017.jpg,arin,0
arin018.jpg,arin,0
arin019.jpg,arin,0
arin020.jpg,arin,0
arin021.jpg,arin,0
arin022.jpg,arin,0
arin023.jpg,arin,0
arin024.jpg,arin,0
arin025.jpg,arin,0
arin026.jpg,arin,0
arin027.jpg,arin,0
arin028.jpg,arin,0
arin029.jpg,arin,0
arin030.jpg,arin,0
arin032.jpg,arin,0
arin033.jpg,arin,0
arin034.jpg,arin,0
arin035.jpg,arin,0
arin036.jpg,arin,0
arin037.jpg,arin,0
arin039.jpg,arin,0
arin040.jpg,arin,0
arin041.jpg,arin,0
arin042.jpg,arin,0
arin043.jpg,arin,0
arin044.jpg,arin,0
arin045.jpg,arin,0
arin046.jpg,arin,0
arin048.jpg,arin,0
arin049.jpg,arin,0
arin050.jpg,arin,0
arin052.jpg,arin,0
arin053.jpg,arin,0
arin054.jpg,arin,0
arin056.jpg,arin,0
arin057.jpg,arin,0
arin058.jpg,arin,0
arin059.jpg,arin,0
arin060.jpg,arin,0
arin061.jpg,arin,0
arin063.jpg,arin,0
arin064.jpg,arin,0
arin065.jpg,arin,0
arin066.jpg,arin,0
arin067.jpg,arin,0
arin068.jpg,arin,0
arin069.jpg,arin,0
arin070.jpg,arin,0
arin071.jpg,arin,0
arin072.jpg,arin,0
arin073.jpg,arin,0
arin074.jpg,arin,0
arin075.jpg,arin,0
arin076.jpg,arin,0
arin077.jpg,arin,0
arin078.jpg,arin,0
arin079.jpg,arin,0
arin080.jpg,arin,0
arin081.jpg,arin,0
arin082.jpg,arin,0
arin083.jpg,arin,0
arin084.jpg,arin,0
arin085.jpg,arin,0
arin086.jpg,arin,0
arin087.jpg,arin,0
arin088.jpg,arin,0
arin089.jpg,arin,0
arin090.jpg,arin,0
arin091.jpg,arin,0
arin092.jpg,arin,0
arin094.jpg,arin,0
arin095.jpg,arin,0
arin096.jpg,arin,0
arin097.jpg,arin,0
arin098.jpg,arin,0
arin099.jpg,arin,0
arin100.jpg,arin,0
arin101.jpg,arin,0
arin102.jpg,arin,0
arin103.jpg,arin,0
arin104.jpg,arin,0
arin105.jpg,arin,0
arin106.jpg,arin,0
arin107.jpg,arin,0
arin108.jpg,arin,0
arin109.jpg,arin,0
arin110.jpg,arin,0
arin111.jpg,arin,0
arin112.jpg,arin,0
arin114.jpg,arin,0
arin115.jpg,arin,0
arin117.jpg,arin,0
arin119.jpg,arin,0
arin120.jpg,arin,0
arin121.jpg,arin,0
arin122.jpg,arin,0
arin123.jpg,arin,0
arin124.jpg,arin,0
arin125.jpg,arin,0
arin126.jpg,arin,0
arin127.jpg,arin,0
arin128.jpg,arin,0
arin129.jpg,arin,0
arin130.jpg,arin,0
arin131.jpg,arin,0
arin132.jpg,arin,0
arin133.jpg,arin,0
arin134.jpg,arin,0
arin135.jpg,arin,0
arin136.jpg,arin,0
arin137.jpg,arin,0
arin138.jpg,arin,0
arin139.jpg,arin,0
arin140.jpg,arin,0
arin141.jpg,arin,0
arin142.jpg,arin,0
arin143.jpg,arin,0
arin144.jpg,arin,0
arin145.jpg,arin,0
arin146.jpg,arin,0
arin147.jpg,arin,0
arin148.jpg,arin,0
arin149.jpg,arin,0
arin150.jpg,arin,0
arin151.jpg,arin,0
arin152.jpg,arin,0
arin153.jpg,arin,0
arin155.jpg,arin,0
arin156.jpg,arin,0
arin157.jpg,arin,0
arin158.jpg,arin,0
arin159.jpg,arin,0
arin160.jpg,arin,0
arin161.jpg,arin,0
arin163.jpg,arin,0
arin164.jpg,arin,0
arin165.jpg,arin,0
arin166.jpg,arin,0
arin167.jpg,arin,0
arin168.jpg,arin,0
arin170.jpg,arin,0
arin171.jpg,arin,0
arin172.jpg,arin,0
arin173.jpg,arin,0
arin174.jpg,arin,0
arin176.jpg,arin,0
arin177.jpg,arin,0
arin178.jpg,arin,0
arin180.jpg,arin,0
arin181.jpg,arin,0
arin182.jpg,arin,0
arin183.jpg,arin,0
arin184.jpg,arin,0
arin186.jpg,arin,0
arin187.jpg,arin,0
arin188.jpg,arin,0
arin190.jpg,arin,0
arin191.jpg,arin,0
arin192.jpg,arin,0
arin193.jpg,arin,0
arin194.jpg,arin,0
arin195.jpg,arin,0
arin196.jpg,arin,0
arin197.jpg,arin,0
arin198.jpg,arin,0
arin201.jpg,arin,0
arin202.jpg,arin,0
arin203.jpg,arin,0
arin204.jpg,arin,0
arin205.jpg,arin,0
arin206.jpg,arin,0
arin207.jpg,arin,0
arin208.jpg,arin,0
arin209.jpg,arin,0
arin210.jpg,arin,0
arin211.jpg,arin,0
arin212.jpg,arin,0
arin213.jpg,arin,0
arin214.jpg,arin,0
arin215.jpg,arin,0
arin216.jpg,arin,0
arin217.jpg,arin,0
arin218.jpg,arin,0
arin219.jpg,arin,0
arin220.jpg,arin,0
chaewon001.jpg,chaewon,1
chaewon002.jpg,chaewon,1
chaewon003.jpg,chaewon,1
chaewon004.jpg,chaewon,1
chaewon005.jpg,chaewon,1
chaewon006.jpg,chaewon,1
chaewon007.jpg,chaewon,1
chaewon008.jpg,chaewon,1
chaewon009.jpg,chaewon,1
chaewon010.jpg,chaewon,1
chaewon011.jpg,chaewon,1
chaewon012.jpg,chaewon,1
chaewon013.jpg,chaewon,1
chaewon014.jpg,chaewon,1
chaewon015.jpg,chaewon,1
chaewon016.jpg,chaewon,1
chaewon017.jpg,chaewon,1
chaewon018.jpg,chaewon,1
chaewon019.jpg,chaewon,1
chaewon020.jpg,chaewon,1
chaewon021.jpg,chaewon,1
chaewon023.jpg,chaewon,1
chaewon024.jpg,chaewon,1
chaewon025.jpg,chaewon,1
chaewon026.jpg,chaewon,1
chaewon027.jpg,chaewon,1
chaewon028.jpg,chaewon,1
chaewon029.jpg,chaewon,1
chaewon030.jpg,chaewon,1
chaewon031.jpg,chaewon,1
chaewon032.jpg,chaewon,1
chaewon033.jpg,chaewon,1
chaewon034.jpg,chaewon,1
chaewon035.jpg,chaewon,1
chaewon036.jpg,chaewon,1
chaewon037.jpg,chaewon,1
chaewon038.jpg,chaewon,1
chaewon039.jpg,chaewon,1
chaewon040.jpg,chaewon,1
chaewon041.jpg,chaewon,1
chaewon043.jpg,chaewon,1
chaewon044.jpg,chaewon,1
chaewon046.jpg,chaewon,1
chaewon048.jpg,chaewon,1
chaewon049.jpg,chaewon,1
chaewon050.jpg,chaewon,1
chaewon051.jpg,chaewon,1
chaewon052.jpg,chaewon,1
chaewon053.jpg,chaewon,1
chaewon054.jpg,chaewon,1
chaewon055.jpg,chaewon,1
chaewon056.jpg,chaewon,1
chaewon057.jpg,chaewon,1
chaewon058.jpg,chaewon,1
chaewon059.jpg,chaewon,1
chaewon060.jpg,chaewon,1
chaewon061.jpg,chaewon,1
chaewon063.jpg,chaewon,1
chaewon064.jpg,chaewon,1
chaewon065.jpg,chaewon,1
chaewon066.jpg,chaewon,1
chaewon068.jpg,chaewon,1
chaewon069.jpg,chaewon,1
chaewon070.jpg,chaewon,1
chaewon071.jpg,chaewon,1
chaewon072.jpg,chaewon,1
chaewon073.jpg,chaewon,1
chaewon074.jpg,chaewon,1
chaewon075.jpg,chaewon,1
chaewon077.jpg,chaewon,1
chaewon078.jpg,chaewon,1
chaewon080.jpg,chaewon,1
chaewon081.jpg,chaewon,1
chaewon082.jpg,chaewon,1
chaewon083.jpg,chaewon,1
chaewon084.jpg,chaewon,1
chaewon085.jpg,chaewon,1
chaewon086.jpg,chaewon,1
chaewon087.jpg,chaewon,1
chaewon088.jpg,chaewon,1
chaewon089.jpg,chaewon,1
chaewon090.jpg,chaewon,1
chaewon091.jpg,chaewon,1
chaewon092.jpg,chaewon,1
chaewon094.jpg,chaewon,1
chaewon095.jpg,chaewon,1
chaewon096.jpg,chaewon,1
chaewon097.jpg,chaewon,1
chaewon098.jpg,chaewon,1
chaewon099.jpg,chaewon,1
chaewon100.jpg,chaewon,1
chaewon101.jpg,chaewon,1
chaewon102.jpg,chaewon,1
chaewon104.jpg,chaewon,1
chaewon105.jpg,chaewon,1
chaewon106.jpg,chaewon,1
chaewon108.jpg,chaewon,1
chaewon109.jpg,chaewon,1
chaewon110.jpg,chaewon,1
chaewon111.jpg,chaewon,1
chaewon112.jpg,chaewon,1
chaewon113.jpg,chaewon,1
chaewon116.jpg,chaewon,1
chaewon117.jpg,chaewon,1
chaewon118.jpg,chaewon,1
chaewon119.jpg,chaewon,1
chaewon120.jpg,chaewon,1
chaewon121.jpg,chaewon,1
chaewon122.jpg,chaewon,1
chaewon123.jpg,chaewon,1
chaewon124.jpg,chaewon,1
chaewon125.jpg,chaewon,1
chaewon126.jpg,chaewon,1
chaewon127.jpg,chaewon,1
chaewon128.jpg,chaewon,1
chaewon129.jpg,chaewon,1
chaewon130.jpg,chaewon,1
chaewon131.jpg,chaewon,1
chaewon132.jpg,chaewon,1
chaewon133.jpg,chaewon,1
chaewon134.jpg,chaewon,1
chaewon135.jpg,chaewon,1
chaewon136.jpg,chaewon,1
chaewon138.jpg,chaewon,1
chaewon139.jpg,chaewon,1
chaewon140.jpg,chaewon,1
chaewon141.jpg,chaewon,1
chaewon142.jpg,chaewon,1
